*{"timestamp": "08:44:04", "x": 95.91, "y": 327.65}
*{"timestamp": "09:03:28", "x": 108.13, "y": 326.85}
*{"timestamp": "09:18:46", "x": 118.15, "y": 325.43}
*{"timestamp": "09:36:20", "x": 129.1, "y": 322.2}
*{"timestamp": "09:45:05", "x": 135.11, "y": 320.02}
*{"timestamp": "09:51:44", "x": 139.78, "y": 318.17}
*{"timestamp": "09:55:50", "x": 142.52, "y": 317.45}
*{"timestamp": "10:02:00", "x": 146.69, "y": 315.5}
*{"timestamp": "10:07:59", "x": 150.5, "y": 313.43}
*{"timestamp": "10:15:50", "x": 155.68, "y": 311.29}
*{"timestamp": "10:23:15", "x": 160.62, "y": 308.31}
*{"timestamp": "10:38:51", "x": 171.28, "y": 302.96}
*{"timestamp": "10:49:48", "x": 178.48, "y": 297.87}
*{"timestamp": "10:57:13", "x": 183.31, "y": 294.66}
*{"timestamp": "11:04:11", "x": 187.44, "y": 291.57}
*{"timestamp": "11:14:36", "x": 194.77, "y": 286.8}
*{"timestamp": "11:54:30", "x": 220.76, "y": 266.61}
*{"timestamp": "12:10:52", "x": 231.08, "y": 256.33}
*{"timestamp": "12:23:30", "x": 238.53, "y": 249.15}
*{"timestamp": "12:32:45", "x": 244.27, "y": 243.93}
*{"timestamp": "12:40:07", "x": 248.84, "y": 239.97}
*{"timestamp": "12:46:31", "x": 252.55, "y": 236.25}
*{"timestamp": "12:56:00", "x": 258.15, "y": 230.34}
*{"timestamp": "13:05:41", "x": 263.61, "y": 224.22}
*{"timestamp": "13:15:57", "x": 269.42, "y": 217.92}
*{"timestamp": "13:23:13", "x": 272.99, "y": 213.47}
*{"timestamp": "13:42:40", "x": 283.72, "y": 201.03}
*{"timestamp": "14:07:27", "x": 295.71, "y": 185.2}
*{"timestamp": "14:16:11", "x": 299.61, "y": 179.59}
*{"timestamp": "14:29:17", "x": 305.28, "y": 171.27}
*{"timestamp": "14:40:07", "x": 310.15, "y": 164.64}
*{"timestamp": "14:46:40", "x": 312.55, "y": 160.35}
*{"timestamp": "14:55:13", "x": 315.74, "y": 155.04}
*{"timestamp": "15:04:57", "x": 318.79, "y": 148.64}
*{"timestamp": "15:12:09", "x": 320.54, "y": 143.76}
*{"timestamp": "15:22:16", "x": 323.66, "y": 137.77}
*{"timestamp": "15:42:01", "x": 328.24, "y": 124.76}
*{"timestamp": "15:53:58", "x": 330.09, "y": 117.08}
*{"timestamp": "16:03:47", "x": 331.56, "y": 111.16}
*{"timestamp": "16:10:19", "x": 331.69, "y": 106.71}
