*{"timestamp": "08:33:30", "x": 90.2, "y": 328.72}
*{"timestamp": "08:40:51", "x": 94.62, "y": 329.03}
*{"timestamp": "08:41:09", "x": 94.77, "y": 329.18}
*{"timestamp": "08:47:11", "x": 98.75, "y": 328.76}
*{"timestamp": "08:54:30", "x": 103.3, "y": 328.49}
*{"timestamp": "09:01:14", "x": 107.72, "y": 328.04}
*{"timestamp": "09:08:57", "x": 112.71, "y": 327.32}
*{"timestamp": "09:17:56", "x": 118.74, "y": 326.15}
*{"timestamp": "09:25:29", "x": 123.53, "y": 324.86}
*{"timestamp": "09:31:25", "x": 127.62, "y": 323.9}
*{"timestamp": "09:37:12", "x": 131.37, "y": 323.06}
*{"timestamp": "09:43:25", "x": 135.61, "y": 321.22}
*{"timestamp": "09:49:14", "x": 139.53, "y": 319.93}
*{"timestamp": "09:55:50", "x": 144.0, "y": 317.98}
*{"timestamp": "10:07:23", "x": 151.68, "y": 315.13}
*{"timestamp": "10:13:30", "x": 155.91, "y": 312.77}
*{"timestamp": "10:18:44", "x": 158.77, "y": 311.27}
*{"timestamp": "10:24:42", "x": 163.33, "y": 309.08}
*{"timestamp": "10:32:00", "x": 167.88, "y": 306.24}
*{"timestamp": "10:38:04", "x": 171.87, "y": 303.83}
*{"timestamp": "10:43:40", "x": 175.47, "y": 301.5}
*{"timestamp": "10:49:36", "x": 179.14, "y": 299.14}
*{"timestamp": "10:54:16", "x": 182.25, "y": 297.08}
*{"timestamp": "11:00:37", "x": 186.97, "y": 294.31}
*{"timestamp": "11:06:13", "x": 190.31, "y": 291.85}
*{"timestamp": "11:12:54", "x": 194.84, "y": 289.09}
*{"timestamp": "11:17:49", "x": 198.06, "y": 286.58}
*{"timestamp": "11:22:46", "x": 201.09, "y": 284.06}
*{"timestamp": "11:39:49", "x": 212.86, "y": 275.34}
*{"timestamp": "11:48:59", "x": 218.6, "y": 270.43}
*{"timestamp": "11:56:50", "x": 223.16, "y": 265.94}
*{"timestamp": "12:18:05", "x": 236.71, "y": 254.07}
*{"timestamp": "12:23:49", "x": 240.92, "y": 251.5}
*{"timestamp": "12:23:59", "x": 240.47, "y": 251.05}
*{"timestamp": "12:28:45", "x": 243.15, "y": 247.89}
*{"timestamp": "12:34:19", "x": 246.24, "y": 244.67}
*{"timestamp": "12:39:56", "x": 250.18, "y": 241.51}
*{"timestamp": "12:45:53", "x": 253.45, "y": 237.8}
*{"timestamp": "12:51:37", "x": 256.94, "y": 234.31}
*{"timestamp": "13:01:13", "x": 262.43, "y": 228.38}
*{"timestamp": "13:08:04", "x": 266.28, "y": 224.09}
*{"timestamp": "13:13:25", "x": 265.96, "y": 220.58}
*{"timestamp": "13:13:29", "x": 265.96, "y": 220.58}
*{"timestamp": "13:20:54", "x": 274.05, "y": 216.04}
*{"timestamp": "13:25:57", "x": 276.47, "y": 212.77}
*{"timestamp": "13:38:58", "x": 283.8, "y": 204.82}
*{"timestamp": "13:44:40", "x": 286.54, "y": 200.74}
*{"timestamp": "13:45:59", "x": 287.35, "y": 199.93}
*{"timestamp": "13:53:00", "x": 290.83, "y": 195.28}
*{"timestamp": "13:58:00", "x": 293.19, "y": 192.49}
*{"timestamp": "14:04:26", "x": 296.44, "y": 188.0}
*{"timestamp": "14:09:58", "x": 298.89, "y": 184.5}
*{"timestamp": "14:16:04", "x": 302.18, "y": 180.68}
*{"timestamp": "14:22:25", "x": 304.01, "y": 176.38}
*{"timestamp": "14:28:46", "x": 306.92, "y": 172.51}
*{"timestamp": "14:35:33", "x": 310.1, "y": 167.77}
*{"timestamp": "14:42:28", "x": 312.64, "y": 163.28}
*{"timestamp": "14:48:33", "x": 314.68, "y": 159.78}
*{"timestamp": "14:54:05", "x": 316.69, "y": 155.82}
*{"timestamp": "14:59:24", "x": 318.33, "y": 152.49}
*{"timestamp": "15:05:00", "x": 320.06, "y": 148.57}
*{"timestamp": "15:10:27", "x": 321.72, "y": 145.35}
*{"timestamp": "15:15:08", "x": 323.27, "y": 142.01}
*{"timestamp": "15:21:58", "x": 324.86, "y": 137.67}
*{"timestamp": "15:28:27", "x": 326.69, "y": 133.71}
*{"timestamp": "15:33:59", "x": 327.85, "y": 130.03}
*{"timestamp": "15:38:20", "x": 328.89, "y": 126.8}
*{"timestamp": "15:43:30", "x": 329.78, "y": 123.76}
*{"timestamp": "15:49:00", "x": 330.56, "y": 120.12}
*{"timestamp": "15:53:35", "x": 331.75, "y": 117.15}
*{"timestamp": "16:01:48", "x": 333.07, "y": 111.76}
*{"timestamp": "16:06:46", "x": 333.35, "y": 108.6}
