*{"timestamp": "08:33:50", "x": 98.38, "y": 293.34}
*{"timestamp": "08:36:24", "x": 99.77, "y": 293.38}
*{"timestamp": "08:39:21", "x": 101.57, "y": 293.53}
*{"timestamp": "08:45:55", "x": 105.59, "y": 293.77}
*{"timestamp": "08:48:30", "x": 106.31, "y": 293.3}
*{"timestamp": "08:51:03", "x": 107.83, "y": 293.35}
*{"timestamp": "08:58:07", "x": 110.81, "y": 292.13}
*{"timestamp": "09:02:06", "x": 114.03, "y": 292.67}
*{"timestamp": "09:05:09", "x": 115.71, "y": 292.31}
*{"timestamp": "09:10:13", "x": 118.54, "y": 291.81}
*{"timestamp": "09:12:56", "x": 120.23, "y": 291.99}
*{"timestamp": "09:17:44", "x": 122.91, "y": 290.73}
*{"timestamp": "09:20:30", "x": 124.41, "y": 290.66}
*{"timestamp": "09:23:11", "x": 125.83, "y": 290.22}
*{"timestamp": "09:26:19", "x": 127.94, "y": 290.13}
*{"timestamp": "09:30:00", "x": 130.03, "y": 289.24}
*{"timestamp": "09:33:08", "x": 131.69, "y": 288.48}
*{"timestamp": "09:35:50", "x": 133.04, "y": 287.81}
*{"timestamp": "09:38:35", "x": 134.6, "y": 287.52}
*{"timestamp": "09:50:17", "x": 142.07, "y": 285.13}
*{"timestamp": "09:55:12", "x": 144.48, "y": 283.88}
*{"timestamp": "09:57:43", "x": 145.98, "y": 283.36}
*{"timestamp": "10:00:22", "x": 147.75, "y": 282.94}
*{"timestamp": "10:02:09", "x": 148.62, "y": 282.29}
*{"timestamp": "10:06:01", "x": 150.95, "y": 280.79}
*{"timestamp": "10:08:14", "x": 152.01, "y": 280.4}
*{"timestamp": "10:10:44", "x": 153.93, "y": 280.06}
*{"timestamp": "10:13:38", "x": 155.43, "y": 279.08}
*{"timestamp": "10:18:55", "x": 158.86, "y": 277.23}
*{"timestamp": "10:23:58", "x": 161.61, "y": 275.53}
*{"timestamp": "10:25:44", "x": 162.78, "y": 275.41}
*{"timestamp": "10:27:51", "x": 164.06, "y": 274.5}
*{"timestamp": "10:30:25", "x": 165.27, "y": 273.51}
*{"timestamp": "10:33:21", "x": 166.96, "y": 272.5}
*{"timestamp": "10:35:25", "x": 168.42, "y": 272.16}
*{"timestamp": "10:37:52", "x": 169.7, "y": 270.74}
*{"timestamp": "10:40:20", "x": 171.36, "y": 270.5}
*{"timestamp": "10:43:12", "x": 172.62, "y": 268.94}
*{"timestamp": "10:45:58", "x": 174.55, "y": 268.06}
*{"timestamp": "11:16:03", "x": 192.05, "y": 255.87}
*{"timestamp": "11:42:26", "x": 206.68, "y": 243.81}
*{"timestamp": "11:45:21", "x": 208.58, "y": 242.67}
