*{"timestamp": "11:34:30", "x": 141.06, "y": 312.55}
*{"timestamp": "11:39:50", "x": 145.82, "y": 311.91}
*{"timestamp": "11:44:30", "x": 148.93, "y": 309.4}
*{"timestamp": "11:50:23", "x": 152.63, "y": 306.01}
*{"timestamp": "11:54:57", "x": 155.64, "y": 303.67}
*{"timestamp": "12:41:26", "x": 215.12, "y": 310.32}
*{"timestamp": "12:51:01", "x": 220.16, "y": 304.23}
*{"timestamp": "12:59:48", "x": 225.9, "y": 298.49}
*{"timestamp": "13:06:55", "x": 230.06, "y": 294.02}
*{"timestamp": "13:17:30", "x": 236.4, "y": 286.86}
*{"timestamp": "14:14:46", "x": 289.55, "y": 264.99}
*{"timestamp": "14:47:52", "x": 307.98, "y": 241.09}
*{"timestamp": "14:54:43", "x": 310.26, "y": 233.19}
*{"timestamp": "15:00:44", "x": 312.42, "y": 228.76}
*{"timestamp": "15:10:40", "x": 316.67, "y": 230.36}
*{"timestamp": "15:17:25", "x": 319.19, "y": 225.29}
