*{"timestamp": "08:28:19", "x": 119.31, "y": 302.3}
*{"timestamp": "08:37:43", "x": 125.5, "y": 302.48}
*{"timestamp": "08:43:33", "x": 129.38, "y": 302.61}
*{"timestamp": "08:43:38", "x": 129.38, "y": 302.61}
*{"timestamp": "08:51:21", "x": 134.46, "y": 302.34}
*{"timestamp": "08:57:52", "x": 138.7, "y": 301.98}
*{"timestamp": "09:05:18", "x": 143.81, "y": 301.25}
*{"timestamp": "09:11:53", "x": 148.35, "y": 300.87}
*{"timestamp": "09:21:41", "x": 155.17, "y": 299.2}
*{"timestamp": "09:28:45", "x": 160.18, "y": 297.94}
*{"timestamp": "09:34:25", "x": 164.15, "y": 296.82}
*{"timestamp": "09:40:06", "x": 168.32, "y": 295.73}
*{"timestamp": "09:46:25", "x": 172.68, "y": 294.22}
*{"timestamp": "09:52:48", "x": 177.29, "y": 292.59}
*{"timestamp": "10:02:06", "x": 183.91, "y": 290.2}
*{"timestamp": "10:10:51", "x": 189.98, "y": 287.51}
*{"timestamp": "10:16:22", "x": 193.64, "y": 285.94}
*{"timestamp": "10:21:25", "x": 197.14, "y": 284.38}
*{"timestamp": "10:28:50", "x": 202.51, "y": 281.38}
*{"timestamp": "10:34:58", "x": 207.05, "y": 279.48}
*{"timestamp": "10:40:51", "x": 210.9, "y": 276.91}
*{"timestamp": "10:47:22", "x": 215.72, "y": 274.62}
*{"timestamp": "10:52:10", "x": 218.96, "y": 272.79}
*{"timestamp": "10:57:06", "x": 222.45, "y": 270.76}
*{"timestamp": "11:03:42", "x": 227.38, "y": 267.46}
*{"timestamp": "11:10:01", "x": 231.87, "y": 264.67}
*{"timestamp": "11:15:21", "x": 235.28, "y": 262.5}
*{"timestamp": "11:20:07", "x": 238.91, "y": 260.46}
*{"timestamp": "11:25:21", "x": 242.4, "y": 257.71}
*{"timestamp": "11:44:15", "x": 255.41, "y": 248.45}
*{"timestamp": "11:54:04", "x": 261.93, "y": 243.2}
*{"timestamp": "11:59:34", "x": 265.92, "y": 240.68}
*{"timestamp": "12:21:48", "x": 280.61, "y": 228.19}
*{"timestamp": "12:27:01", "x": 283.98, "y": 225.22}
*{"timestamp": "12:32:19", "x": 287.34, "y": 222.2}
*{"timestamp": "12:36:58", "x": 290.43, "y": 219.67}
*{"timestamp": "12:43:23", "x": 294.56, "y": 216.01}
*{"timestamp": "12:48:42", "x": 297.75, "y": 212.85}
*{"timestamp": "12:55:59", "x": 302.35, "y": 208.83}
*{"timestamp": "13:04:21", "x": 307.3, "y": 203.66}
*{"timestamp": "13:10:52", "x": 311.19, "y": 199.94}
*{"timestamp": "13:23:16", "x": 318.49, "y": 192.85}
*{"timestamp": "13:29:19", "x": 321.85, "y": 189.15}
*{"timestamp": "13:41:28", "x": 328.12, "y": 181.63}
*{"timestamp": "13:49:11", "x": 332.41, "y": 177.44}
*{"timestamp": "13:55:41", "x": 335.82, "y": 173.08}
*{"timestamp": "14:00:52", "x": 338.55, "y": 169.89}
*{"timestamp": "14:07:04", "x": 341.4, "y": 166.38}
*{"timestamp": "14:12:50", "x": 344.26, "y": 162.46}
*{"timestamp": "14:19:40", "x": 347.13, "y": 158.41}
*{"timestamp": "14:25:48", "x": 350.07, "y": 154.45}
*{"timestamp": "14:32:10", "x": 352.74, "y": 150.43}
*{"timestamp": "14:38:52", "x": 355.53, "y": 146.45}
*{"timestamp": "14:45:15", "x": 358.11, "y": 142.27}
*{"timestamp": "14:51:00", "x": 359.99, "y": 138.75}
*{"timestamp": "14:57:07", "x": 362.47, "y": 135.14}
*{"timestamp": "15:02:48", "x": 364.05, "y": 131.64}
*{"timestamp": "15:07:45", "x": 365.84, "y": 128.83}
*{"timestamp": "15:12:18", "x": 367.48, "y": 125.69}
*{"timestamp": "15:19:26", "x": 369.43, "y": 121.39}
*{"timestamp": "15:25:36", "x": 371.23, "y": 118.1}
*{"timestamp": "15:31:11", "x": 372.49, "y": 114.16}
*{"timestamp": "15:36:20", "x": 373.75, "y": 111.1}
*{"timestamp": "15:40:44", "x": 374.76, "y": 108.42}
*{"timestamp": "15:46:14", "x": 375.56, "y": 104.85}
*{"timestamp": "15:51:25", "x": 376.48, "y": 101.72}
*{"timestamp": "15:56:42", "x": 423.67, "y": 98.75}
*{"timestamp": "16:04:00", "x": 424.55, "y": 94.06}
*{"timestamp": "16:09:59", "x": 425.38, "y": 90.65}
