*{"timestamp": "09:01:11", "x": 116.65, "y": 354.56}
*{"timestamp": "09:06:05", "x": 120.1, "y": 353.51}
*{"timestamp": "09:11:51", "x": 124.18, "y": 352.58}
*{"timestamp": "09:17:42", "x": 128.1, "y": 351.44}
*{"timestamp": "09:23:57", "x": 132.38, "y": 350.09}
*{"timestamp": "09:29:51", "x": 136.49, "y": 348.68}
*{"timestamp": "09:35:18", "x": 140.25, "y": 347.32}
*{"timestamp": "09:41:22", "x": 144.3, "y": 345.75}
*{"timestamp": "09:47:14", "x": 148.38, "y": 343.92}
*{"timestamp": "09:53:05", "x": 152.49, "y": 342.06}
*{"timestamp": "09:58:21", "x": 156.26, "y": 340.32}
*{"timestamp": "10:04:38", "x": 160.77, "y": 337.91}
*{"timestamp": "10:11:04", "x": 165.44, "y": 335.72}
*{"timestamp": "10:18:24", "x": 170.54, "y": 332.72}
*{"timestamp": "10:24:24", "x": 174.85, "y": 330.28}
*{"timestamp": "10:30:20", "x": 179.13, "y": 327.87}
*{"timestamp": "10:36:25", "x": 183.41, "y": 325.24}
*{"timestamp": "10:43:36", "x": 188.41, "y": 321.97}
*{"timestamp": "10:50:40", "x": 193.35, "y": 318.53}
