*{"timestamp": "09:59:57", "x": 94.94, "y": 312.19}
*{"timestamp": "10:06:31", "x": 99.32, "y": 309.99}
*{"timestamp": "10:13:03", "x": 103.73, "y": 307.98}
*{"timestamp": "10:19:16", "x": 107.81, "y": 305.7}
*{"timestamp": "10:25:30", "x": 111.88, "y": 303.36}
*{"timestamp": "10:31:43", "x": 115.97, "y": 300.92}
*{"timestamp": "10:37:52", "x": 120.02, "y": 298.44}
*{"timestamp": "10:44:04", "x": 124.17, "y": 296.01}
*{"timestamp": "10:50:28", "x": 128.32, "y": 293.13}
*{"timestamp": "10:56:51", "x": 132.49, "y": 290.16}
*{"timestamp": "11:03:35", "x": 137.02, "y": 287.21}
*{"timestamp": "11:09:42", "x": 141.0, "y": 284.05}
*{"timestamp": "11:15:18", "x": 144.68, "y": 281.2}
*{"timestamp": "11:21:41", "x": 148.88, "y": 277.98}
*{"timestamp": "11:27:53", "x": 153.0, "y": 274.9}
*{"timestamp": "11:33:24", "x": 156.53, "y": 271.68}
*{"timestamp": "11:39:14", "x": 160.23, "y": 268.58}
*{"timestamp": "11:45:00", "x": 164.0, "y": 265.26}
*{"timestamp": "11:50:56", "x": 168.11, "y": 261.83}
*{"timestamp": "11:57:38", "x": 172.16, "y": 258.23}
*{"timestamp": "12:04:01", "x": 176.2, "y": 254.11}
*{"timestamp": "12:09:18", "x": 179.31, "y": 250.92}
*{"timestamp": "12:15:34", "x": 183.44, "y": 247.24}
*{"timestamp": "12:21:51", "x": 187.3, "y": 243.23}
*{"timestamp": "12:27:15", "x": 190.39, "y": 239.91}
*{"timestamp": "12:32:43", "x": 193.72, "y": 236.43}
*{"timestamp": "12:37:47", "x": 196.87, "y": 233.28}
*{"timestamp": "12:42:57", "x": 199.91, "y": 230.02}
*{"timestamp": "12:48:33", "x": 203.25, "y": 226.38}
*{"timestamp": "12:54:08", "x": 206.48, "y": 222.7}
*{"timestamp": "12:59:14", "x": 209.44, "y": 219.36}
*{"timestamp": "13:04:07", "x": 212.32, "y": 216.11}
*{"timestamp": "13:09:41", "x": 215.46, "y": 212.44}
*{"timestamp": "13:14:33", "x": 218.19, "y": 209.04}
*{"timestamp": "13:19:45", "x": 221.1, "y": 205.76}
*{"timestamp": "13:55:09", "x": 242.3, "y": 180.41}
