*{"timestamp": "08:35:50", "x": 123.39, "y": 296.59}
*{"timestamp": "08:54:02", "x": 135.69, "y": 296.03}
*{"timestamp": "09:11:44", "x": 147.66, "y": 294.36}
*{"timestamp": "09:32:43", "x": 161.98, "y": 291.75}
*{"timestamp": "09:41:26", "x": 168.21, "y": 289.45}
*{"timestamp": "09:53:53", "x": 176.87, "y": 286.89}
*{"timestamp": "09:58:17", "x": 179.85, "y": 285.7}
*{"timestamp": "10:05:02", "x": 184.91, "y": 283.78}
*{"timestamp": "10:11:53", "x": 189.58, "y": 281.28}
*{"timestamp": "10:19:48", "x": 195.26, "y": 278.76}
*{"timestamp": "10:28:36", "x": 201.33, "y": 275.62}
*{"timestamp": "10:33:47", "x": 204.96, "y": 274.01}
*{"timestamp": "10:43:14", "x": 211.66, "y": 270.7}
*{"timestamp": "10:53:37", "x": 219.24, "y": 266.55}
*{"timestamp": "11:01:09", "x": 224.57, "y": 262.77}
*{"timestamp": "11:07:32", "x": 228.82, "y": 260.26}
*{"timestamp": "11:18:00", "x": 236.27, "y": 255.86}
*{"timestamp": "11:25:41", "x": 241.47, "y": 252.13}
*{"timestamp": "11:50:35", "x": 258.74, "y": 238.88}
*{"timestamp": "12:04:38", "x": 268.19, "y": 231.47}
*{"timestamp": "12:19:07", "x": 277.61, "y": 223.41}
*{"timestamp": "12:28:02", "x": 283.27, "y": 218.59}
*{"timestamp": "12:36:31", "x": 288.67, "y": 180.8}
*{"timestamp": "12:43:29", "x": 293.19, "y": 176.97}
*{"timestamp": "12:51:05", "x": 297.96, "y": 172.56}
*{"timestamp": "12:59:36", "x": 303.34, "y": 167.98}
*{"timestamp": "13:12:02", "x": 310.66, "y": 160.27}
*{"timestamp": "13:20:03", "x": 315.56, "y": 156.3}
*{"timestamp": "13:37:50", "x": 324.95, "y": 144.94}
*{"timestamp": "13:59:24", "x": 336.23, "y": 132.35}
*{"timestamp": "14:12:28", "x": 342.99, "y": 124.92}
*{"timestamp": "14:20:20", "x": 346.72, "y": 119.82}
*{"timestamp": "14:35:11", "x": 353.23, "y": 110.72}
*{"timestamp": "14:42:43", "x": 355.83, "y": 105.78}
*{"timestamp": "14:49:47", "x": 358.69, "y": 101.4}
*{"timestamp": "15:00:20", "x": 362.35, "y": 94.8}
*{"timestamp": "15:09:20", "x": 365.1, "y": 89.38}
*{"timestamp": "15:17:06", "x": 367.47, "y": 84.61}
*{"timestamp": "15:32:47", "x": 371.39, "y": 75.16}
*{"timestamp": "15:47:47", "x": 374.38, "y": 66.24}
*{"timestamp": "15:59:21", "x": 376.36, "y": 59.02}
*{"timestamp": "16:06:53", "x": 377.19, "y": 54.47}
*{"timestamp": "16:06:58", "x": 377.19, "y": 54.47}
