*{"timestamp": "09:03:19", "x": 76.88, "y": 366.54}
*{"timestamp": "09:08:23", "x": 79.85, "y": 366.19}
*{"timestamp": "09:14:04", "x": 83.38, "y": 365.96}
*{"timestamp": "09:20:15", "x": 87.48, "y": 365.39}
*{"timestamp": "09:26:17", "x": 91.16, "y": 365.01}
*{"timestamp": "09:32:02", "x": 95.03, "y": 363.99}
*{"timestamp": "09:37:48", "x": 98.81, "y": 363.44}
*{"timestamp": "09:43:36", "x": 102.47, "y": 362.26}
*{"timestamp": "09:49:29", "x": 106.22, "y": 361.06}
*{"timestamp": "09:55:04", "x": 109.75, "y": 359.7}
*{"timestamp": "10:01:00", "x": 113.62, "y": 358.45}
*{"timestamp": "10:07:05", "x": 117.64, "y": 356.9}
*{"timestamp": "10:14:14", "x": 122.3, "y": 354.87}
*{"timestamp": "10:21:04", "x": 126.72, "y": 352.7}
*{"timestamp": "10:26:38", "x": 130.4, "y": 350.82}
*{"timestamp": "10:32:34", "x": 134.29, "y": 348.58}
*{"timestamp": "10:39:17", "x": 138.87, "y": 346.41}
*{"timestamp": "10:46:10", "x": 143.35, "y": 343.35}
*{"timestamp": "10:53:33", "x": 148.45, "y": 340.35}
