*{"timestamp": "09:56:04", "x": 125.05, "y": 375.0}
*{"timestamp": "10:02:08", "x": 128.89, "y": 372.66}
*{"timestamp": "10:08:19", "x": 132.7, "y": 370.5}
*{"timestamp": "10:14:50", "x": 137.2, "y": 368.02}
*{"timestamp": "10:21:28", "x": 141.32, "y": 365.55}
*{"timestamp": "10:27:29", "x": 145.25, "y": 363.12}
*{"timestamp": "10:33:42", "x": 149.22, "y": 360.5}
*{"timestamp": "10:39:35", "x": 152.77, "y": 357.92}
*{"timestamp": "10:46:07", "x": 157.2, "y": 354.99}
*{"timestamp": "10:52:36", "x": 161.52, "y": 351.94}
*{"timestamp": "10:59:03", "x": 165.73, "y": 348.78}
*{"timestamp": "11:05:46", "x": 170.17, "y": 345.24}
*{"timestamp": "11:11:25", "x": 173.76, "y": 342.25}
*{"timestamp": "11:17:20", "x": 177.4, "y": 339.14}
*{"timestamp": "11:23:45", "x": 181.67, "y": 335.7}
*{"timestamp": "11:29:36", "x": 185.37, "y": 332.15}
*{"timestamp": "11:35:18", "x": 188.92, "y": 328.9}
*{"timestamp": "11:40:56", "x": 192.52, "y": 325.53}
*{"timestamp": "11:46:44", "x": 196.07, "y": 322.05}
*{"timestamp": "11:52:59", "x": 199.97, "y": 318.3}
*{"timestamp": "11:59:45", "x": 204.16, "y": 314.11}
*{"timestamp": "12:05:46", "x": 208.13, "y": 310.37}
*{"timestamp": "12:11:04", "x": 211.44, "y": 306.99}
*{"timestamp": "12:17:37", "x": 215.29, "y": 302.91}
*{"timestamp": "12:23:44", "x": 219.39, "y": 298.96}
*{"timestamp": "12:29:00", "x": 222.6, "y": 295.53}
*{"timestamp": "12:34:17", "x": 225.81, "y": 292.1}
*{"timestamp": "12:39:31", "x": 228.97, "y": 288.57}
*{"timestamp": "12:44:47", "x": 232.04, "y": 285.12}
*{"timestamp": "12:50:11", "x": 235.15, "y": 281.48}
*{"timestamp": "12:55:51", "x": 238.58, "y": 277.6}
*{"timestamp": "13:00:39", "x": 242.58, "y": 274.35}
*{"timestamp": "13:05:32", "x": 245.5, "y": 270.98}
*{"timestamp": "13:10:55", "x": 248.47, "y": 267.26}
*{"timestamp": "13:15:50", "x": 251.34, "y": 263.72}
*{"timestamp": "13:21:01", "x": 254.03, "y": 260.28}
*{"timestamp": "13:52:39", "x": 272.78, "y": 239.41}
