*{"timestamp": "09:59:09", "x": 103.45, "y": 358.42}
*{"timestamp": "10:05:42", "x": 107.67, "y": 356.0}
*{"timestamp": "10:12:02", "x": 111.78, "y": 354.14}
*{"timestamp": "10:18:30", "x": 116.08, "y": 352.31}
*{"timestamp": "10:24:40", "x": 120.17, "y": 350.32}
*{"timestamp": "10:30:58", "x": 124.31, "y": 348.28}
*{"timestamp": "10:37:06", "x": 128.46, "y": 346.08}
*{"timestamp": "10:43:07", "x": 132.42, "y": 343.85}
*{"timestamp": "10:49:39", "x": 136.8, "y": 341.2}
*{"timestamp": "10:56:06", "x": 141.2, "y": 338.68}
*{"timestamp": "11:02:37", "x": 145.5, "y": 335.5}
*{"timestamp": "11:09:01", "x": 150.04, "y": 332.84}
*{"timestamp": "11:14:32", "x": 153.61, "y": 330.39}
*{"timestamp": "11:20:56", "x": 157.92, "y": 327.28}
*{"timestamp": "11:26:59", "x": 161.89, "y": 324.21}
*{"timestamp": "11:32:38", "x": 165.7, "y": 321.38}
*{"timestamp": "11:38:29", "x": 169.47, "y": 318.29}
*{"timestamp": "11:44:19", "x": 173.38, "y": 315.06}
*{"timestamp": "11:49:37", "x": 176.75, "y": 312.29}
*{"timestamp": "11:56:49", "x": 181.47, "y": 308.24}
*{"timestamp": "12:03:12", "x": 185.95, "y": 304.73}
*{"timestamp": "12:08:32", "x": 189.0, "y": 301.76}
*{"timestamp": "12:14:24", "x": 192.8, "y": 298.19}
*{"timestamp": "12:20:57", "x": 196.86, "y": 294.21}
*{"timestamp": "12:26:38", "x": 200.43, "y": 290.86}
*{"timestamp": "12:32:01", "x": 204.07, "y": 287.52}
*{"timestamp": "12:37:14", "x": 207.04, "y": 284.47}
*{"timestamp": "12:42:19", "x": 210.57, "y": 280.86}
*{"timestamp": "12:48:04", "x": 213.85, "y": 277.5}
*{"timestamp": "12:53:31", "x": 217.24, "y": 274.03}
*{"timestamp": "12:58:41", "x": 220.42, "y": 270.4}
*{"timestamp": "13:03:34", "x": 223.46, "y": 267.14}
*{"timestamp": "13:09:08", "x": 226.86, "y": 263.51}
*{"timestamp": "13:14:00", "x": 229.96, "y": 260.26}
*{"timestamp": "13:19:00", "x": 232.91, "y": 256.86}
*{"timestamp": "13:54:36", "x": 254.88, "y": 234.01}
