*{"timestamp": "09:58:33", "x": 200.75, "y": 321.18}
*{"timestamp": "10:04:48", "x": 205.59, "y": 318.37}
*{"timestamp": "10:11:04", "x": 210.3, "y": 315.54}
*{"timestamp": "10:17:28", "x": 214.86, "y": 312.56}
*{"timestamp": "10:23:47", "x": 219.67, "y": 309.55}
*{"timestamp": "10:30:00", "x": 224.19, "y": 306.31}
*{"timestamp": "10:36:17", "x": 228.84, "y": 303.08}
*{"timestamp": "10:42:05", "x": 232.97, "y": 300.07}
*{"timestamp": "10:48:45", "x": 237.83, "y": 296.49}
*{"timestamp": "10:55:08", "x": 242.43, "y": 292.94}
*{"timestamp": "11:01:26", "x": 246.83, "y": 289.29}
*{"timestamp": "11:08:03", "x": 251.77, "y": 285.4}
*{"timestamp": "11:13:30", "x": 255.44, "y": 282.32}
*{"timestamp": "11:19:58", "x": 260.17, "y": 278.5}
*{"timestamp": "11:26:06", "x": 264.18, "y": 274.86}
*{"timestamp": "11:31:45", "x": 268.35, "y": 271.21}
*{"timestamp": "11:37:35", "x": 272.41, "y": 267.68}
*{"timestamp": "11:43:13", "x": 276.12, "y": 264.42}
*{"timestamp": "11:48:45", "x": 279.9, "y": 260.94}
*{"timestamp": "11:55:43", "x": 284.63, "y": 256.55}
*{"timestamp": "12:02:06", "x": 289.07, "y": 252.56}
*{"timestamp": "12:07:38", "x": 292.58, "y": 248.98}
*{"timestamp": "12:13:22", "x": 296.46, "y": 245.1}
*{"timestamp": "12:19:48", "x": 300.6, "y": 241.03}
*{"timestamp": "12:25:28", "x": 303.98, "y": 237.43}
*{"timestamp": "12:31:05", "x": 307.7, "y": 233.56}
*{"timestamp": "12:36:18", "x": 310.83, "y": 230.28}
*{"timestamp": "12:41:32", "x": 314.28, "y": 226.75}
*{"timestamp": "12:47:11", "x": 317.59, "y": 222.92}
*{"timestamp": "12:52:54", "x": 320.7, "y": 219.28}
*{"timestamp": "12:58:08", "x": 323.94, "y": 215.89}
*{"timestamp": "13:03:05", "x": 326.76, "y": 212.47}
*{"timestamp": "13:08:31", "x": 330.09, "y": 208.77}
*{"timestamp": "13:13:19", "x": 332.9, "y": 205.51}
*{"timestamp": "13:18:11", "x": 335.21, "y": 202.3}
*{"timestamp": "13:49:45", "x": 351.41, "y": 179.63}
*{"timestamp": "13:54:09", "x": 357.11, "y": 174.83}
