*{"timestamp": "11:16:00", "x": 202.28, "y": 254.45}
*{"timestamp": "11:27:18", "x": 209.02, "y": 249.37}
*{"timestamp": "11:29:47", "x": 210.53, "y": 248.47}
*{"timestamp": "11:38:27", "x": 215.35, "y": 244.18}
*{"timestamp": "11:40:44", "x": 216.69, "y": 243.59}
*{"timestamp": "11:44:44", "x": 218.85, "y": 241.5}
*{"timestamp": "11:46:45", "x": 220.06, "y": 240.74}
*{"timestamp": "11:50:24", "x": 222.21, "y": 238.84}
*{"timestamp": "11:52:26", "x": 223.25, "y": 237.94}
*{"timestamp": "11:54:04", "x": 223.81, "y": 237.14}
*{"timestamp": "11:59:01", "x": 227.08, "y": 234.68}
*{"timestamp": "12:14:06", "x": 234.87, "y": 226.52}
*{"timestamp": "12:18:12", "x": 237.49, "y": 224.89}
*{"timestamp": "12:20:01", "x": 237.98, "y": 223.65}
*{"timestamp": "12:22:50", "x": 239.57, "y": 222.14}
*{"timestamp": "12:29:16", "x": 242.93, "y": 218.7}
*{"timestamp": "12:31:46", "x": 244.16, "y": 217.39}
*{"timestamp": "12:34:26", "x": 245.51, "y": 216.04}
*{"timestamp": "12:37:47", "x": 247.26, "y": 214.07}
*{"timestamp": "12:39:58", "x": 248.44, "y": 213.12}
*{"timestamp": "12:42:16", "x": 249.52, "y": 211.66}
*{"timestamp": "12:44:31", "x": 250.66, "y": 210.45}
*{"timestamp": "12:47:38", "x": 252.54, "y": 209.01}
*{"timestamp": "12:50:56", "x": 253.88, "y": 206.85}
*{"timestamp": "12:53:11", "x": 254.92, "y": 205.59}
*{"timestamp": "12:55:58", "x": 256.73, "y": 204.53}
*{"timestamp": "12:59:15", "x": 258.19, "y": 202.62}
*{"timestamp": "13:04:27", "x": 260.42, "y": 199.34}
*{"timestamp": "13:08:34", "x": 262.23, "y": 197.05}
*{"timestamp": "13:11:30", "x": 263.64, "y": 195.41}
*{"timestamp": "13:16:34", "x": 266.34, "y": 192.94}
*{"timestamp": "13:18:46", "x": 267.01, "y": 191.3}
*{"timestamp": "13:21:22", "x": 268.19, "y": 189.89}
*{"timestamp": "13:24:07", "x": 269.42, "y": 188.36}
*{"timestamp": "13:36:08", "x": 274.45, "y": 181.08}
*{"timestamp": "13:38:41", "x": 275.36, "y": 179.82}
*{"timestamp": "13:42:34", "x": 277.5, "y": 177.86}
*{"timestamp": "13:46:26", "x": 278.7, "y": 175.53}
*{"timestamp": "13:49:02", "x": 279.53, "y": 173.8}
*{"timestamp": "13:52:30", "x": 281.12, "y": 171.91}
*{"timestamp": "13:56:25", "x": 282.59, "y": 169.61}
*{"timestamp": "13:59:25", "x": 283.88, "y": 168.1}
*{"timestamp": "14:02:37", "x": 284.81, "y": 166.04}
*{"timestamp": "14:08:23", "x": 287.01, "y": 162.72}
*{"timestamp": "14:14:13", "x": 288.68, "y": 159.33}
*{"timestamp": "14:16:43", "x": 289.62, "y": 157.86}
*{"timestamp": "14:19:31", "x": 290.81, "y": 156.52}
*{"timestamp": "14:22:46", "x": 291.67, "y": 154.39}
*{"timestamp": "14:25:49", "x": 292.46, "y": 152.54}
*{"timestamp": "14:28:17", "x": 293.08, "y": 151.02}
*{"timestamp": "14:31:49", "x": 294.31, "y": 149.05}
*{"timestamp": "14:34:40", "x": 295.17, "y": 147.43}
*{"timestamp": "14:36:57", "x": 295.71, "y": 146.08}
*{"timestamp": "14:39:25", "x": 296.3, "y": 144.59}
*{"timestamp": "14:41:32", "x": 296.73, "y": 143.33}
*{"timestamp": "14:44:36", "x": 297.83, "y": 141.78}
*{"timestamp": "14:47:03", "x": 298.19, "y": 140.23}
*{"timestamp": "14:50:23", "x": 298.88, "y": 138.33}
*{"timestamp": "14:52:40", "x": 299.67, "y": 137.1}
*{"timestamp": "14:56:32", "x": 300.53, "y": 134.81}
*{"timestamp": "14:59:51", "x": 301.02, "y": 132.82}
*{"timestamp": "15:02:57", "x": 301.6, "y": 131.04}
*{"timestamp": "15:06:39", "x": 302.46, "y": 128.98}
*{"timestamp": "15:12:14", "x": 303.19, "y": 125.77}
*{"timestamp": "15:17:31", "x": 304.34, "y": 122.98}
*{"timestamp": "15:20:54", "x": 304.5, "y": 120.95}
*{"timestamp": "15:23:15", "x": 305.11, "y": 119.88}
*{"timestamp": "15:25:16", "x": 304.98, "y": 118.73}
*{"timestamp": "15:28:15", "x": 305.36, "y": 116.86}
*{"timestamp": "15:30:42", "x": 305.71, "y": 115.53}
*{"timestamp": "15:33:30", "x": 306.01, "y": 114.03}
*{"timestamp": "15:36:51", "x": 306.32, "y": 112.14}
*{"timestamp": "15:39:08", "x": 306.46, "y": 110.88}
*{"timestamp": "15:41:01", "x": 306.55, "y": 109.89}
*{"timestamp": "15:44:15", "x": 306.65, "y": 108.14}
*{"timestamp": "15:46:44", "x": 306.94, "y": 106.65}
*{"timestamp": "15:49:09", "x": 306.98, "y": 105.41}
*{"timestamp": "15:50:59", "x": 307.06, "y": 104.58}
*{"timestamp": "15:53:15", "x": 307.14, "y": 103.37}
*{"timestamp": "15:56:41", "x": 307.45, "y": 101.71}
*{"timestamp": "15:58:35", "x": 307.22, "y": 100.52}
*{"timestamp": "16:00:42", "x": 307.28, "y": 99.41}
*{"timestamp": "16:03:01", "x": 307.04, "y": 98.38}
*{"timestamp": "16:06:09", "x": 307.02, "y": 96.67}
