*{"timestamp": "11:31:42", "x": 184.11, "y": 295.21}
*{"timestamp": "11:35:36", "x": 209.76, "y": 298.54}
*{"timestamp": "11:41:02", "x": 210.98, "y": 296.72}
*{"timestamp": "11:45:20", "x": 218.06, "y": 294.29}
*{"timestamp": "11:51:54", "x": 222.38, "y": 290.8}
*{"timestamp": "11:56:14", "x": 225.26, "y": 288.44}
*{"timestamp": "12:42:21", "x": 345.87, "y": 316.51}
*{"timestamp": "12:51:56", "x": 351.76, "y": 309.8}
*{"timestamp": "13:00:49", "x": 356.91, "y": 304.04}
*{"timestamp": "13:18:46", "x": 371.34, "y": 292.54}
*{"timestamp": "14:15:40", "x": 515.32, "y": 328.83}
*{"timestamp": "14:50:05", "x": 750.77, "y": 485.39}
*{"timestamp": "14:55:35", "x": 754.59, "y": 482.62}
*{"timestamp": "15:01:45", "x": 756.88, "y": 478.16}
*{"timestamp": "15:11:35", "x": 760.41, "y": 471.4}
*{"timestamp": "15:18:34", "x": 762.72, "y": 466.39}
