*{"timestamp": "09:00:21", "x": 93.19, "y": 382.29}
*{"timestamp": "09:05:11", "x": 96.17, "y": 381.11}
*{"timestamp": "09:10:57", "x": 99.96, "y": 380.4}
*{"timestamp": "09:16:49", "x": 103.83, "y": 379.38}
*{"timestamp": "09:23:08", "x": 107.92, "y": 378.29}
*{"timestamp": "09:28:57", "x": 111.72, "y": 376.97}
*{"timestamp": "09:34:29", "x": 115.31, "y": 375.55}
*{"timestamp": "09:40:33", "x": 119.24, "y": 374.02}
*{"timestamp": "09:46:25", "x": 122.98, "y": 372.53}
*{"timestamp": "09:52:17", "x": 126.76, "y": 370.63}
*{"timestamp": "09:57:33", "x": 130.14, "y": 368.9}
*{"timestamp": "10:03:45", "x": 134.11, "y": 366.73}
*{"timestamp": "10:09:49", "x": 138.01, "y": 364.56}
*{"timestamp": "10:17:28", "x": 142.94, "y": 361.73}
*{"timestamp": "10:23:35", "x": 146.98, "y": 359.19}
*{"timestamp": "10:29:14", "x": 150.5, "y": 357.02}
*{"timestamp": "10:35:15", "x": 154.37, "y": 354.42}
*{"timestamp": "10:42:34", "x": 159.06, "y": 351.01}
*{"timestamp": "10:49:42", "x": 164.1, "y": 347.62}
*{"timestamp": "10:56:26", "x": 168.38, "y": 344.47}
