*{"timestamp": "09:02:46", "x": 161.15, "y": 343.01}
*{"timestamp": "09:07:38", "x": 164.91, "y": 341.43}
*{"timestamp": "09:13:17", "x": 169.18, "y": 339.79}
*{"timestamp": "09:19:22", "x": 173.79, "y": 337.88}
*{"timestamp": "09:25:32", "x": 178.46, "y": 335.91}
*{"timestamp": "09:31:13", "x": 182.85, "y": 334.0}
*{"timestamp": "09:36:40", "x": 187.01, "y": 331.86}
*{"timestamp": "09:42:39", "x": 191.42, "y": 329.63}
*{"timestamp": "09:48:36", "x": 196.03, "y": 327.27}
*{"timestamp": "09:54:19", "x": 200.29, "y": 324.89}
*{"timestamp": "09:59:59", "x": 204.46, "y": 322.37}
*{"timestamp": "10:05:59", "x": 208.99, "y": 319.64}
*{"timestamp": "10:13:13", "x": 214.87, "y": 316.15}
*{"timestamp": "10:20:02", "x": 219.81, "y": 312.93}
*{"timestamp": "10:25:41", "x": 224.08, "y": 310.16}
*{"timestamp": "10:31:45", "x": 228.55, "y": 307.04}
*{"timestamp": "10:38:15", "x": 233.3, "y": 303.41}
*{"timestamp": "10:45:28", "x": 238.6, "y": 299.76}
*{"timestamp": "10:52:18", "x": 243.47, "y": 295.86}
