*{"timestamp": "08:59:33", "x": 43.67, "y": 387.6}
*{"timestamp": "09:04:14", "x": 46.35, "y": 387.47}
*{"timestamp": "09:09:55", "x": 49.98, "y": 387.44}
*{"timestamp": "09:15:54", "x": 53.76, "y": 386.66}
*{"timestamp": "09:22:14", "x": 57.63, "y": 385.86}
*{"timestamp": "09:28:00", "x": 61.32, "y": 385.17}
*{"timestamp": "09:33:35", "x": 64.93, "y": 384.34}
*{"timestamp": "09:39:35", "x": 68.57, "y": 383.03}
*{"timestamp": "09:45:19", "x": 72.23, "y": 381.85}
*{"timestamp": "09:51:23", "x": 76.11, "y": 380.44}
*{"timestamp": "09:56:43", "x": 79.51, "y": 379.06}
*{"timestamp": "10:02:51", "x": 83.51, "y": 377.38}
*{"timestamp": "10:08:56", "x": 87.37, "y": 375.62}
*{"timestamp": "10:16:06", "x": 91.96, "y": 373.35}
*{"timestamp": "10:22:39", "x": 96.2, "y": 371.06}
*{"timestamp": "10:28:21", "x": 99.89, "y": 369.02}
*{"timestamp": "10:34:22", "x": 103.81, "y": 366.75}
*{"timestamp": "10:41:16", "x": 108.15, "y": 363.83}
*{"timestamp": "10:48:13", "x": 112.68, "y": 361.1}
*{"timestamp": "10:55:28", "x": 117.35, "y": 357.78}
